product_id,category,product_name,price,image,image_url,source
276829706,Chuột chơi game,Chuột không dây siêu nhẹ Scyrox V6 - Đi kèm dongle 8K - Hàng Chính Hãng,1855000,276829706.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/c3/48/bf/36602b77d10241d424c3e803733cf182.jpg,https://tiki.vn/chuot-khong-day-sieu-nhe-scyrox-v6-di-kem-dongle-8k-hang-chinh-hang-p276829706.html?spid=276829710
276829652,Chuột chơi game,Chuột không dây siêu nhẹ Scyrox V8 - Đi kèm dongle 8K - Hàng Chính Hãng,1855000,276829652.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/0c/b0/32/6e2f3c381ad4d736f669289931c87809.jpg,https://tiki.vn/chuot-khong-day-sieu-nhe-scyrox-v8-di-kem-dongle-8k-hang-chinh-hang-p276829652.html?spid=276829678
276684693,Chuột chơi game," Chuột gaming Fuhlen G102s plus DPI 4200, 1000HZ, Gia tốc 10G, 48 Ips- Hàng chính hãng",300000,276684693.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/b2/a2/fd/631a14ab3256505b264b2db4102a417a.jpg,https://tiki.vn/chuot-gaming-fuhlen-g102s-plus-dpi-4200-1000hz-gia-toc-10g-48-ips-hang-chinh-hang-p276684693.html?spid=276684948
276675817,Chuột chơi game,Chuột LED RGB 7200DPI Gaming Macro Mouse C8 cho máy tính Laptop hàng nhập khẩu,185000,276675817.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/7e/df/3b/2fa852144c29cc9cc9f8d3c81443a19c.jpg,https://tiki.vn/chuot-led-rgb-7200dpi-gaming-macro-mouse-c8-cho-may-tinh-laptop-hang-nhap-khau-p276675817.html?spid=276675819
276652585,Chuột chơi game,Chuột USB Máy Tính Chuyên Game Newmen G7+ _ Hàng Chính Hãng,243000,276652585.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/dc/98/9b/1ce1237f9ff17b8fe825426d0647c9e3.jpg,https://tiki.vn/chuot-usb-may-tinh-chuyen-game-newmen-g7-_-hang-chinh-hang-p276652585.html?spid=276652606
276625980,Chuột chơi game,"Chuột Gaming DAREU EM911 (RGB, DareU BRAVO sensor: 10.000 DPI, Lightweight: 72g) - Hàng chính hãng",319000,276625980.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/e3/ec/c6/ee192e92ce0f9516ad076ebd7b5e6af2.png,https://tiki.vn/chuot-gaming-dareu-em911-rgb-dareu-bravo-sensor-10-000-dpi-lightweight-72g-hang-chinh-hang-p276625980.html?spid=276625984
276611072,Chuột chơi game,Chuột Gaming Có Dây Newmen Game G10+ Hàng Chính Hãng,199000,276611072.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/87/a6/40/5770de004193d6de14f02d487c99259e.jpg,https://tiki.vn/chuot-gaming-co-day-newmen-game-g10-hang-chinh-hang-p276611072.html?spid=276611103
276501374,Chuột chơi game,Chuột không dây siêu nhẹ Lamzu Atlantis Mini Champion Edition - Hỗ trợ 8KHz - Hàng Chính Hãng,2885000,276501374.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/56/6f/d5/c42a1016a38089adc2791798a94fb004.png,https://tiki.vn/chuot-khong-day-sieu-nhe-lamzu-atlantis-mini-champion-edition-ho-tro-8khz-hang-chinh-hang-p276501374.html?spid=275761643
276383163,Chuột chơi game,"Chuột LED RGB 7200 DPI Gaming Mouse P19RGB cho máy tính , Laptop hàng nhập khẩu",150000,276383163.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/d6/9f/b5/fcb24f8d2cea3ceaada0f7764f346adb.jpg,https://tiki.vn/chuot-led-rgb-7200-dpi-gaming-mouse-p19rgb-cho-may-tinh-laptop-hang-nhap-khau-p276383163.html?spid=275220382
276361740,Chuột chơi game,Chuột không dây siêu nhẹ Fnatic x Lamzu Maya X 8K - Đi kèm dongle 8KHz - Hàng Chính Hãng,3450000,276361740.jpg,https://salt.tikicdn.com/cache/280x280/ts/product/bd/cf/6e/7a7cd605806fdbdd0a221bf8bd3dcd20.jpg,https://tiki.vn/chuot-khong-day-sieu-nhe-fnatic-x-lamzu-maya-x-8k-di-kem-dongle-8khz-hang-chinh-hang-p276361740.html?spid=276361741
